ENTREZID,SYMBOL,GENENAME,ii...i,iii...ii,AveExpr,F,P.Value,adj.P.Val,First.Trimester.Average,Second.Trimester.Average,Term.Average
51193,ZNF639,zinc finger protein 639,"0,2933293667","-0,2852493419","5,0646213546","12,5483390384","1,90545795216432E-005","8,16429003347692E-005","5,0265456679","5,3198750346","5,0346256928"
51200,CPA4,carboxypeptidase A4,"-0,6659309081","-0,3098751107","5,2108785298","20,0476280686","9,65821511192514E-008","6,45532646118091E-007","6,1015882158","5,4356573077","5,125782197"
5122,PCSK1,proprotein convertase subtilisin/kexin type 1,"0,4153126973","-0,4628206481","4,0841956267","12,4990189805","1,97779238374763E-005","8,45033712307853E-005","4,0798022843","4,4951149816","4,0322943335"
5128,CDK17,cyclin dependent kinase 17,"0,3892493202","-0,2290183389","5,9754221798","4,6076247791","0,012864891","0,0281283496","5,7993082281","6,1885575483","5,9595392093"
51280,GOLM1,golgi membrane protein 1,"-0,7539864476","-1,2418775384","6,2975996418","106,7599529358","5,61575816430027E-023","7,14812212930813E-021","8,0545506111","7,3005641635","6,0586866252"
51284,TLR7,toll like receptor 7,"1,3579881097","-0,4932900782","5,3141881209","21,4311276665","3,92393385422312E-008","2,8168541090411E-007","4,4429897094","5,800977819","5,3076877409"
51285,RASL12,RAS like family 12,"0,9194922714","-0,5516423535","6,0452510419","12,9431928641","1,41583039032197E-005","0,000062149","5,6381779352","6,5576702066","6,0060278531"
51299,NRN1,neuritin 1,"1,9134504976","1,5350775778","5,3451765443","170,0017651424","4,82416920093597E-029","2,59509179338091E-026","2,2443115745","4,1577620721","5,6928396499"
51303,FKBP11,FKBP prolyl isomerase 11,"-0,7799862209","-0,5728302968","7,0182263399","54,2261078629","1,90130638948793E-015","5,49500612670723E-014","8,2377907449","7,4578045241","6,8849742273"
51314,NME8,NME/NM23 family member 8,"-0,2764830865","0,1690706228","4,1646292394","5,5057486234","0,0058134261","0,0140215061","4,2843472382","4,0078641516","4,1769347744"
51360,MBTPS2,"membrane bound transcription factor peptidase, site 2","0,5060879703","0,2575231375","5,9207828006","19,2180253845","1,67457738981389E-007","1,06584933406628E-006","5,2253667532","5,7314547235","5,988977861"
51365,PLA1A,phospholipase A1 member A,"-0,5454185192","1,2449783547","5,1824430372","71,0742612138","3,01414101811009E-018","1,40795001731103E-016","4,6529907507","4,1075722315","5,3525505863"
5142,PDE4B,phosphodiesterase 4B,"1,094978518","-0,3117717125","5,4411101173","16,3948173916","0,000001158","6,23961966647828E-006","4,6664186921","5,7613972101","5,4496254976"
51501,HIKESHI,heat shock protein nuclear import factor hikeshi,"0,5503034085","-0,2856794468","5,6796192944","11,3483103395","4,76657996847169E-005","0,0001877362","5,3986361363","5,9489395448","5,663260098"
51512,GTSE1,G2 and S-phase expressed 1,"-0,3807435374","-0,3696472238","4,9962191614","34,3148855981","2,14425840195634E-011","2,86749423504603E-010","5,6671600448","5,2864165074","4,9167692836"
51528,JKAMP,JNK1/MAPK8 associated membrane protein,"0,3865080575","-0,3102393035","7,1512606719","6,9321972638","0,0017009082","0,0047043443","7,0459673924","7,4324754499","7,1222361464"
51649,MRPS23,mitochondrial ribosomal protein S23,"0,3912127298","-0,400878697","6,3817508994","11,6567455394","3,75797383665213E-005","0,0001518855","6,348140954","6,7393536839","6,3384749868"
5166,PDK4,pyruvate dehydrogenase kinase 4,"1,5505916289","1,0867988026","8,0327071683","77,8993357646","2,92151748043657E-019","1,69163977443612E-017","5,6519027654","7,2024943943","8,2892931969"
51669,SARAF,store-operated calcium entry associated regulatory factor,"0,3578782254","0,2539849563","10,0508786653","19,2500814277","1,63910380403823E-007","1,04446675720831E-006","9,4987399153","9,8566181407","10,110603097"
51673,TPPP3,tubulin polymerization promoting protein family member 3,"1,3568444418","1,8189636501","8,461247034","132,4455583147","1,03989063784596E-025","2,47731661095989E-023","5,648838163","7,0056826048","8,8246462549"
5168,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2,"1,0283118219","-0,9059432391","8,4764186278","22,2652082292","0,000000023","1,71573080973845E-007","8,2639424239","9,2922542458","8,3863110067"
51700,CYB5R2,cytochrome b5 reductase 2,"0,4351675434","-1,1759770342","6,0651677061","80,0552494377","1,43796596375792E-019","8,98109378712624E-018","6,6410298071","7,0761973505","5,9002203163"
51715,RAB23,"RAB23, member RAS oncogene family","0,5492253844","-0,6199613412","6,2527073598","11,4761438143","4,31852823195242E-005","0,0001718754","6,2535415224","6,8027669069","6,1828055657"
5175,PECAM1,platelet and endothelial cell adhesion molecule 1,"1,8265512564","0,3861558456","8,8652999512","65,6307924969","2,15672948882716E-017","8,66641468811608E-016","6,8117938515","8,6383451079","9,0245009535"
51809,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,"0,5016187155","-0,5351417728","5,4383728982","10,6423022681","0,000082598","0,0003086274","5,4130262701","5,9146449856","5,3795032128"
5196,PF4,platelet factor 4,"1,9295220979","-1,6445204412","5,701739753","125,3427352596","5,36076578781741E-025","1,06423964616242E-022","5,2565226709","7,1860447688","5,5415243276"
5214,PFKP,"phosphofructokinase, platelet","-1,4557564593","-0,8620891716","6,2653584311","36,6479703373","6,34906883498373E-012","9,41966831781038E-011","8,36762945","6,9118729907","6,0497838191"
5292,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase","0,3339100239","0,4053897124","8,7909631172","35,1349989024","1,39180063461386E-011","1,93092074732286E-010","8,1343342695","8,4682442934","8,8736340058"
5294,PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","0,3363144135","-0,2183494013","4,8443326219","5,9128481731","0,0040772375","0,0102368281","4,7093684742","5,0456828877","4,8273334864"
53,ACP2,"acid phosphatase 2, lysosomal","0,4914222017","0,308838425","7,1315039689","18,4972172978","2,71873309044786E-007","1,6528469929387E-006","6,4068666742","6,898288876","7,207127301"
5308,PITX2,paired like homeodomain 2,"0,7952107923","-1,5184583091","6,2079113522","87,9483459579","1,19246954473011E-020","9,08019275247455E-019","6,7306167818","7,5258275742","6,007369265"
5317,PKP1,plakophilin 1,"0,4312053832","-0,4660413569","5,2724411091","10,3171570426","0,0001066795","0,0003902142","5,2557080861","5,6869134693","5,2208721125"
5324,PLAG1,PLAG1 zinc finger,"-0,557871533","0,5449101539","5,3689800181","10,1443141556","0,0001223057","0,0004416565","5,4393738734","4,8815023404","5,4264124943"
5325,PLAGL1,PLAG1 like zinc finger 1,"0,7331554643","-1,0650882654","7,9932635128","30,9949987924","1,2980217543754E-010","1,47250413441933E-009","8,1938838162","8,9270392805","7,8619510151"
5327,PLAT,"plasminogen activator, tissue type","-1,2593773506","0,9989624177","5,9682170465","9,8801501374","0,000150864","0,000533349","6,3212991742","5,0619218236","6,0608842413"
53335,BCL11A,BAF chromatin remodeling complex subunit BCL11A,"-0,8534099284","-0,6183948585","4,782369471","40,8672256125","7,71101190173485E-013","1,35499298707408E-011","6,1097158843","5,256305956","4,6379110975"
5341,PLEK,pleckstrin,"0,9613456897","-1,0857159742","6,7609102017","26,926544237","1,33066411731674E-009","1,24944565430034E-008","6,7628377005","7,7241833902","6,638467416"
5357,PLS1,plastin 1,"-1,7220721179","-0,3092060405","4,5515420935","117,119056122","3,92136901290157E-024","6,60532824839865E-022","6,4415034391","4,7194313212","4,4102252808"
5360,PLTP,phospholipid transfer protein,"0,9969246583","-0,7886748122","9,5023916164","13,0159985555","1,34071144248229E-005","5,91160867658243E-005","9,2211231154","10,2180477737","9,4293729616"
5376,PMP22,peripheral myelin protein 22,"0,5744196642","-0,9239289502","9,0743556213","28,1949941795","6,34389643828717E-010","6,34998901589897E-009","9,3066719907","9,8810916549","8,9571627047"
53831,GPR84,G protein-coupled receptor 84,"1,1187389878","-0,9310741178","4,7732641682","22,8620834108","1,57938247700723E-008","1,21428225848651E-007","4,4962935187","5,6150325065","4,6839583887"
54329,GPR85,G protein-coupled receptor 85,"0,4083201164","-0,3220319519","4,0405169305","13,6398866877","8,42960992530846E-006","3,87571478120882E-005","3,9244807267","4,332800843","4,0107688911"
54331,GNG2,G protein subunit gamma 2,"0,4374313219","-0,6232803303","5,2987966304","20,6900432898","6,3405229881433E-008","4,36919675001148E-007","5,4082504565","5,8456817784","5,2224014481"
54440,SASH3,SAM and SH3 domain containing 3,"0,594881396","-1,0922362066","5,7013178119","86,5997637853","1,80440600767276E-020","1,32556275700224E-018","6,0556418372","6,6505232332","5,5582870266"
5445,PON2,paraoxonase 2,"0,5501781355","-0,6194716666","7,6642831651","12,3596991946","2,19772955454311E-005","9,32315900573924E-005","7,6638040633","8,2139821989","7,5945105323"
54538,ROBO4,roundabout guidance receptor 4,"0,5929555601","0,5282708337","6,1477541475","41,0372054487","7,09986782985467E-013","1,25954676521975E-011","5,1426753836","5,7356309437","6,2639017774"
5473,PPBP,pro-platelet basic protein,"1,9650229844","-1,4536301628","6,5040397053","47,6412704916","3,26667283808219E-014","7,49312740685814E-013","5,8648672835","7,8298902679","6,3762601051"
54733,SLC35F2,solute carrier family 35 member F2,"-0,5250459932","1,2224453581","5,8489353661","59,4053067001","2,33161144025428E-016","8,01689739745988E-015","5,3191248056","4,7940788124","6,0165241704"
54757,FAM20A,FAM20A golgi associated secretory pathway pseudokinase,"0,7784877301","-1,0630924622","5,0992616374","60,5219906393","1,50475467015193E-016","5,3848259397969E-015","5,2552909211","6,0337786512","4,970686189"
54762,GRAMD1C,GRAM domain containing 1C,"-0,8377985989","-0,4291151901","5,6743384624","25,0701033296","0,000000004","3,46673906363838E-008","6,827911229","5,9901126301","5,5609974401"
54810,GIPC2,GIPC PDZ domain containing family member 2,"0,4382384596","-0,3331643387","4,6143131455","11,2556173888","5,12108039257888E-005","0,0002003734","4,4793054483","4,9175439079","4,5843795692"
54863,TOR4A,torsin family 4 member A,"0,4566032363","-0,6228115522","5,3376651692","32,9769224615","4,38603072879639E-011","5,49109973223788E-010","5,4285758094","5,8851790457","5,2623674934"
54898,ELOVL2,ELOVL fatty acid elongase 2,"0,9885094327","-0,8595731067","5,7863427047","21,5718915262","3,584489893938E-008","0,000000259","5,5725951847","6,5611046174","5,7015315107"
54913,RPP25,ribonuclease P and MRP subunit p25,"0,5712715042","-0,747668359","5,7645694392","44,431518616","1,41486681515572E-013","2,89500846742784E-012","5,8518071701","6,4230786743","5,6754103153"
54935,DUSP23,dual specificity phosphatase 23,"-0,6352234098","-0,4836520702","6,9974466494","28,3989034304","5,63909258921874E-010","5,69579091567605E-009","8,0050592162","7,3698358065","6,8861837363"
54958,TMEM160,transmembrane protein 160,"0,5376304943","-0,4750440281","6,7252957775","11,5077978627","4,2144112976228E-005","0,0001683745","6,6153758932","7,1530063875","6,6779623593"
54959,ODAM,"odontogenic, ameloblast associated","0,4543928152","-0,5023903301","3,947321611","18,7236912473","2,33322330360381E-007","1,43946843547529E-006","3,9391709567","4,3935637718","3,8911734417"
55012,PPP2R3C,protein phosphatase 2 regulatory subunit B''gamma,"0,3986275168","-0,506507202","6,2577070755","16,1653463116","0,000001361","7,2301898489545E-006","6,3058057426","6,7044332594","6,1979260574"
55016,MARCH1,membrane associated ring-CH-type finger 1,"1,1942452342","-0,3190150156","4,8379081096","36,6940639155","6,20059111785616E-012","9,20757413013084E-011","3,9753285677","5,1695738019","4,8505587863"
55023,PHIP,pleckstrin homology domain interacting protein,"-0,3971086997","0,3837838577","7,5827161718","8,3326232328","0,0005280328","0,0016474228","7,6362673005","7,2391586007","7,6229424584"
55040,EPN3,epsin 3,"-0,5709228621","-0,3216106533","6,0132895675","28,751608574","4,60368489472604E-010","4,75657058887555E-009","6,8239161591","6,252993297","5,9313826437"
55068,ENOX1,ecto-NOX disulfide-thiol exchanger 1,"0,6497985461","-0,62023232","5,0923790375","23,6568272057","9,614507202865E-009","7,6934511571486E-008","4,9982315626","5,6480301088","5,0277977888"
55192,DNAJC17,DnaJ heat shock protein family (Hsp40) member C17,"0,4064400255","-0,5477817406","5,8426695092","22,8075176226","1,63451638698241E-008","1,25147820336633E-007","5,9180429471","6,3244829726","5,7767012321"
55225,RAVER2,"ribonucleoprotein, PTB binding 2","-0,4441607101","0,3507351639","4,8973659116","10,1585107101","0,000120938","0,0004375703","5,0232205128","4,5790598027","4,9297949666"
55248,TMEM206,transmembrane protein 206,"0,4894671657","-0,3238141227","5,5181694064","8,5703404585","0,0004344412","0,0013825843","5,3268110193","5,8162781849","5,4924640623"
55282,LRRC36,leucine rich repeat containing 36,"0,6581770949","0,6516595829","5,5340100961","31,3943962933","1,04052963229232E-010","1,2022444610316E-009","4,3635417299","5,0217188248","5,6733784077"
55347,ABHD10,abhydrolase domain containing 10,"0,3900111843","-0,3943544116","5,8017048246","11,3087114486","4,91483863692072E-005","0,0001931193","5,7637519426","6,1537631269","5,7594087153"
55506,H2AFY2,H2A histone family member Y2,"-0,4871290526","-0,2410024192","5,7472391162","19,3379614122","1,54575527208217E-007","0,000000991","6,4108299848","5,9237009322","5,682698513"
55510,DDX43,DEAD-box helicase 43,"0,7302510958","-0,6144690616","5,0361193635","22,5452802765","1,92837502012736E-008","1,45839373404281E-007","4,8609690046","5,5912201004","4,9767510388"
55526,DHTKD1,dehydrogenase E1 and transketolase domain containing 1,"-0,4461735222","-0,6523117408","5,8382125798","89,1047055551","8,38918670805689E-021","6,56798486119984E-019","6,808532043","6,3623585209","5,7100467801"
55647,RAB20,"RAB20, member RAS oncogene family","0,529579219","-0,8430503416","6,6920812035","31,9969927651","7,47140742240375E-011","8,93781852051685E-010","6,8989084963","7,4284877154","6,5854373738"
55753,OGDHL,oxoglutarate dehydrogenase like,"-0,3678010632","0,2000284203","4,8913600485","7,6679329573","0,0009159475","0,002698299","5,0715211819","4,7037201187","4,903748539"
5580,PRKCD,protein kinase C delta,"0,3444737886","-0,6158461402","6,7246650131","34,3152687584","2,14382304367311E-011","2,86749423504603E-010","6,9158739177","7,2603477063","6,6445015661"
55816,DOK5,docking protein 5,"-0,4390401479","-1,0664033138","4,4747824074","122,5887334206","1,03209005923005E-024","1,95581066224095E-022","5,7861858643","5,3471457164","4,2807424026"
55857,KIZ,kizuna centrosomal protein,"-0,342256541","-0,350704562","5,5790513235","29,4798121085","3,0384584145723E-010","3,2376570301219E-009","6,1976460144","5,8553894734","5,5046849114"
55858,TMEM165,transmembrane protein 165,"0,3476352301","-0,3313091662","6,8160369405","9,9017939896","0,0001482858","0,0005251251","6,7652419556","7,1128771857","6,7815680195"
55859,BEX1,brain expressed X-linked 1,"-0,600637446","-0,7909031299","5,2987801976","37,6042333603","3,89744816289119E-012","6,01238164332779E-011","6,5317422757","5,9311048296","5,1402016997"
55916,NXT2,nuclear transport factor 2 like export factor 2,"0,570083928","0,5369338025","6,1109784067","47,3615130912","3,70375333724251E-014","8,41468537491228E-013","5,1202745608","5,6903584888","6,2272922913"
55937,APOM,apolipoprotein M,"-0,5988788732","-0,3683209978","4,9476394483","27,1553207343","1,16302090005957E-009","0,000000011","5,8239677531","5,2250888799","4,856767882"
55957,LIN37,lin-37 DREAM MuvB core complex component,"-0,5958814112","0,5865198726","6,7956322099","23,6998301504","9,36142005969032E-009","7,51256212297381E-008","6,8670565862","6,271175175","6,8576950476"
5597,MAPK6,mitogen-activated protein kinase 6,"-0,5073377335","-0,2492715357","7,4488103278","19,8399836377","1,10764591919562E-007","7,30949875287143E-007","8,1384781389","7,6311404054","7,3818688697"
56034,PDGFC,platelet derived growth factor C,"0,9485142611","-0,448207135","5,8871413357","16,6628585537","9,59763967803824E-007","5,25443989727399E-006","5,3657084952","6,3142227563","5,8660156213"
5634,PRPS2,phosphoribosyl pyrophosphate synthetase 2,"-0,8364010782","-1,0596556679","5,3846750249","41,7003630538","5,15310933130811E-013","9,38135930228101E-012","7,0665788067","6,2301777285","5,1705220605"
5649,RELN,reelin,"-1,0628461641","-0,341537522","4,5899204256","65,773199432","2,0458549563413E-017","8,28074690581251E-016","5,8829729795","4,8201268153","4,4785892933"
56605,ERO1B,endoplasmic reticulum oxidoreductase 1 beta,"0,527296122","-0,3262746032","4,8318891362","8,6618555991","0,000403112","0,0012902678","4,6067861408","5,1340822628","4,8078076596"
56829,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1","-0,8864258692","-0,3189045908","6,6423020553","37,9329983764","3,30013479058842E-012","5,15773643560005E-011","7,7493317344","6,8629058652","6,5440012744"
56895,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4,"0,4146621825","-1,0521034803","5,5269009601","79,0217763883","2,01661331991442E-019","1,20967783175874E-017","6,0181210174","6,4327831999","5,3806797196"
56899,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B,"0,8938719288","-0,9287756992","4,5407661481","77,9832249528","2,84134008528313E-019","1,65671983434201E-017","4,4747389761","5,368610905","4,4398352058"
56902,PNO1,partner of NOB1 homolog,"0,4063778841","-0,4024311918","6,1378509657","11,0962494009","5,79510937557658E-005","0,0002245857","6,0911887699","6,497566654","6,0951354622"
56920,SEMA3G,semaphorin 3G,"1,3159594961","0,4055881904","5,7240438474","66,2521612068","1,71400899809621E-017","7,0749539733298E-016","4,1375747778","5,4535342739","5,8591224643"
56935,SMCO4,single-pass membrane protein with coiled-coil domains 4,"0,6399027725","-0,818467076","6,1557690315","31,1070777189","1,21977375926579E-010","1,39512669475421E-009","6,2375067506","6,8774095231","6,0589424472"
56940,DUSP22,dual specificity phosphatase 22,"0,8243737002","0,2943637864","7,7317140066","30,7522951059","1,48560950770933E-010","1,67279028700613E-009","6,7040413233","7,5284150234","7,8227788098"
56944,OLFML3,olfactomedin like 3,"0,6924434865","-1,3608636969","6,9554687","56,5809101054","7,21994266588726E-016","2,2420812643638E-014","7,4430810381","8,1355245246","6,7746608277"
56963,RGMA,repulsive guidance molecule BMP co-receptor a,"-1,0110603816","-0,3582589795","5,6059965787","40,3532792886","9,90850097343729E-013","1,69297297369918E-011","6,8640712827","5,8530109011","5,4947519216"
56967,C14orf132,chromosome 14 open reading frame 132,"-1,283989542","-0,4006256045","4,8032639652","99,5525490556","4,01172031960463E-022","4,07923463717846E-020","6,3552995727","5,0713100307","4,6706844263"
56992,KIF15,kinesin family member 15,"-0,3848625437","-0,6357083602","4,5203704775","54,6024852591","1,62602904400575E-015","4,74050005906292E-014","5,4187020414","5,0338394978","4,3981311376"
57007,ACKR3,atypical chemokine receptor 3,"0,9957464709","1,2551210836","7,3871255822","87,8894577384","1,21412190595937E-020","9,20304404717202E-019","5,3901838795","6,3859303504","7,6410514341"
57016,AKR1B10,aldo-keto reductase family 1 member B10,"0,3000712455","0,2719357037","4,2879772896","22,8273094465","1,61429383120923E-008","1,23826880999288E-007","3,7754838527","4,0755550982","4,3474908019"
57102,C12orf4,chromosome 12 open reading frame 4,"0,7337155966","-0,7493363092","6,229167223","42,3480894156","3,77773161163538E-013","7,03882149224934E-012","6,1640256245","6,8977412211","6,148404912"
57105,CYSLTR2,cysteinyl leukotriene receptor 2,"1,1035375649","-0,73603041","4,6715628253","21,6629188056","3,38116122917862E-008","2,45469066860177E-007","4,2451461416","5,3486837065","4,6126532965"
57121,LPAR5,lysophosphatidic acid receptor 5,"0,8375078751","-0,425382122","6,0025348449","17,8819780847","4,1315516846183E-007","2,42939900891025E-006","5,5670150389","6,404522914","5,979140792"
57154,SMURF1,SMAD specific E3 ubiquitin protein ligase 1,"-0,3142521871","0,3408776162","6,3126087745","10,5033005893","9,21256104135684E-005","0,0003407912","6,3237636472","6,0095114602","6,3503890764"
57156,TMEM63C,transmembrane protein 63C,"-0,4113476799","-0,2704590156","4,6409617751","29,3376601811","3,29402821022009E-010","3,4832729507692E-009","5,2575564852","4,8462088053","4,5757497897"
57181,SLC39A10,solute carrier family 39 member 10,"-0,3482431715","-0,4375450939","6,3113846524","34,4409505443","2,00580070134398E-011","2,70620813071296E-010","7,0085927336","6,6603495621","6,2228044682"
57182,ANKRD50,ankyrin repeat domain 50,"0,7386132299","-0,8811263203","6,1806556034","35,3026537052","1,274860070265E-011","1,77760601680162E-010","6,2215811881","6,960194418","6,0790680977"
5738,PTGFRN,prostaglandin F2 receptor inhibitor,"-0,8301785916","1,3684375669","6,2782971805","53,8035599457","2,26796739948069E-015","6,48724259926931E-014","5,9147120243","5,0845334327","6,4529709997"
57380,MRS2,magnesium transporter MRS2,"0,4699050972","-0,387018816","5,9917266193","6,2476504744","0,0030528877","0,0079304328","5,8719789327","6,3418840299","5,9548652139"
57419,SLC24A3,solute carrier family 24 member 3,"-0,8759455772","-1,1837367306","5,8306486475","112,5088042936","1,25343064600742E-023","1,86626870114462E-021","7,6542159809","6,7782704037","5,5945336731"
57475,PLEKHH1,"pleckstrin homology, MyTH4 and FERM domain containing H1","-1,0977856531","1,3448947508","6,3404603348","24,103517636","7,29412495962873E-009","5,97723969664711E-008","6,249985829","5,1522001759","6,4970949267"
57480,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1,"0,5911682041","-0,3972743997","6,0023585074","7,8850465886","0,0007644697","0,0022912107","5,77642977","6,367597974","5,9703235744"
57494,RIMKLB,ribosomal modification protein rimK like family member B,"-0,7362411086","0,3193845253","6,6149072679","6,9509803287","0,0016740348","0,0046387843","7,0435991828","6,3073580742","6,6267425995"
57522,SRGAP1,SLIT-ROBO Rho GTPase activating protein 1,"-0,2756947363","-0,2300380116","5,4351508757","20,2404574712","8,50797844233648E-008","5,73712286714125E-007","5,8893738225","5,6136790862","5,3836410746"
57544,TXNDC16,thioredoxin domain containing 16,"0,2906358723","-0,2613281333","4,2720939496","7,3854184303","0,0011603334","0,003336734","4,2164742891","4,5071101614","4,2457820281"
57559,STAMBPL1,STAM binding protein like 1,"0,536196512","-0,6770996044","4,7347036646","22,4711828588","2,02085687222843E-008","1,52418856631756E-007","4,7958679675","5,3320644795","4,6549648752"
57580,PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1","0,6379002131","-0,2714359539","5,3737440799","10,0328807484","0,0001336078","0,0004770972","4,9978714127","5,6357716258","5,364335672"
576,ADGRB2,adhesion G protein-coupled receptor B2,"0,4305504776","-1,1684734478","5,0424267964","100,1015084089","3,44145250838295E-022","3,52083816133706E-020","5,6163567071","6,0469071847","4,8784337368"
57608,JCAD,junctional cadherin 5 associated,"0,9293584292","1,0313499332","5,4670267676","170,7283318567","4,21723085100794E-029","2,42505316108305E-026","3,7209001773","4,6502586066","5,6816085398"
57631,LRCH2,leucine rich repeats and calponin homology domain containing 2,"0,677971866","-1,2794208288","5,4078281692","51,3263161786","6,48314873205608E-015","1,72980781209227E-013","5,8407282989","6,5187001649","5,2392793361"
57639,CCDC146,coiled-coil domain containing 146,"-0,6480192759","0,3936117984","5,0128222758","8,8087524031","0,000357586","0,0011626251","5,2956466129","4,647627337","5,0412391355"
57678,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial","-0,5290586079","-0,3350233699","4,9728096001","29,9264138077","2,36012212257399E-010","2,56734484775238E-009","5,7550713797","5,2260127718","4,8909894018"
57680,CHD8,chromodomain helicase DNA binding protein 8,"-0,3499318263","0,2019291044","7,4629688169","4,7520366642","0,0113098453","0,0251336593","7,6246171647","7,2746853384","7,4766144428"
57688,ZSWIM6,zinc finger SWIM-type containing 6,"0,5951027975","-0,9311247051","6,4037073659","36,2515885535","7,78658505073677E-012","1,13619413512296E-010","6,6224881365","7,217590934","6,2864662289"
57761,TRIB3,tribbles pseudokinase 3,"0,4989705438","-0,424048639","5,8948119638","16,113427239","1,41182040682233E-006","7,47413241402194E-006","5,7786540391","6,2776245828","5,8535759439"
5782,PTPN12,protein tyrosine phosphatase non-receptor type 12,"0,572545834","0,4234092812","7,8524953597","28,8021814724","4,47209033894081E-010","4,64153993081763E-009","6,9548215074","7,5273673414","7,9507766225"
57863,CADM3,cell adhesion molecule 3,"1,5237303854","-0,7162616917","5,8489006296","35,7184673868","1,02636831115799E-011","1,46038549120056E-010","5,0080956857","6,5318260712","5,8155643795"
5789,PTPRD,protein tyrosine phosphatase receptor type D,"0,754088551","-0,9787286811","5,187049208","36,3904512658","7,24839708198993E-012","1,06685145400939E-010","5,2953108052","6,0493993561","5,0706706751"
5790,PTPRCAP,protein tyrosine phosphatase receptor type C associated protein,"-0,3730866806","0,2307489912","5,5749159337","4,8020715259","0,0108172047","0,0241968754","5,7342755054","5,3611888248","5,591937816"
5795,PTPRJ,protein tyrosine phosphatase receptor type J,"0,6348750732","0,3311656163","5,9379009258","24,2274568322","6,75836893129141E-009","5,58209808312112E-008","5,0587067388","5,693581812","6,0247474283"
5800,PTPRO,protein tyrosine phosphatase receptor type O,"0,7639215682","-0,5644229641","4,6861542487","20,8729472258","5,62923195231344E-008","3,91300842170817E-007","4,4370904539","5,2010120221","4,636589058"
5803,PTPRZ1,protein tyrosine phosphatase receptor type Z1,"0,4004028365","-0,401611146","3,8853244665","14,0069554962","6,43216139086271E-006","3,01638704595125E-005","3,8436298106","4,244032647","3,8424215011"
5816,PVALB,parvalbumin,"0,4948079825","-0,8314946921","4,5452833705","40,4751041728","9,33536748954111E-013","1,60161099028382E-011","4,7753206884","5,2701286709","4,4386339788"
58189,WFDC1,WAP four-disulfide core domain 1,"0,8770795299","-0,5661121909","7,8792589987","7,8046093971","0,000817343","0,0024352352","7,5244912842","8,401570814","7,8354586231"
58484,NLRC4,NLR family CARD domain containing 4,"0,3809915497","-0,1908275605","4,4522944111","6,2439038921","0,0030627516","0,0079505676","4,2519175616","4,6329091113","4,4420815507"
58494,JAM2,junctional adhesion molecule 2,"1,739972387","0,8118235574","7,7208566478","105,2210286444","8,47479492052937E-023","1,02409913112136E-020","5,3917509999","7,131723387","7,9435469443"
58528,RRAGD,Ras related GTP binding D,"0,4121593951","-0,256040599","6,3028110849","5,0284178556","0,0088490187","0,0202609557","6,1277076274","6,5398670225","6,2838264235"
58533,SNX6,sorting nexin 6,"0,5182320264","-0,3185025593","8,4172115085","6,9206714366","0,0017176172","0,0047430013","8,1941606733","8,7123926997","8,3938901404"
5909,RAP1GAP,RAP1 GTPase activating protein,"-0,975351134","1,4817171271","7,5877411949","53,1308774589","3,00802868159851E-015","8,4876288146086E-014","7,2664312151","6,291080081","7,7727972081"
5912,RAP2B,"RAP2B, member of RAS oncogene family","0,7443266981","-1,2887554501","5,7020383129","200,3388620103","2,5290284793654E-031","2,10870394609487E-028","6,0799636169","6,8242903149","5,5355348648"
5919,RARRES2,retinoic acid receptor responder 2,"0,8605784355","-0,7946038702","6,8130182969","16,4814924921","1,08970542891855E-006","5,9057288698881E-006","6,665804629","7,5263830645","6,7317791943"
5932,RBBP8,"RB binding protein 8, endonuclease","-0,6135388856","-0,5296934111","5,9279789402","52,154718627","4,54846829248489E-015","1,24753712574799E-013","6,9537382171","6,3401993316","5,8105059205"
59345,GNB4,G protein subunit beta 4,"0,4357755777","-0,3600940839","5,7004144156","6,5861516336","0,0022835769","0,0061381252","5,5903592326","6,0261348102","5,6660407263"
59349,KLHL12,kelch like family member 12,"0,6536009477","-0,2265096205","5,8370783525","13,6330297198","8,47245604524021E-006","3,89112302424748E-005","5,4086042032","6,062205151","5,8356955305"
597,BCL2A1,BCL2 related protein A1,"1,2624626091","-1,6890874536","4,8113103417","53,0684088105","3,08828217392193E-015","8,67006625123268E-014","5,0350125328","6,2974751419","4,6083876883"
5972,REN,renin,"-1,3217866079","-2,6642378348","5,1494727589","340,629123927","4,40467834996973E-039","1,46904832328191E-035","8,6387238623","7,3169372544","4,6526994196"
5998,RGS3,regulator of G protein signaling 3,"0,2826095539","0,4111340276","5,2627048399","69,4722455265","5,32353049982058E-018","2,38003202721201E-016","4,6498152124","4,9324247663","5,3435587939"
